DATE,AAA10Y,DAAA,BAA10Y,DBAA,THREEFY1,THREEFY10,THREEFY2,THREEFY3,THREEFY4,THREEFY5,THREEFY6,THREEFY7
2021-04-09,1.25,2.92,1.96,3.63,0.0449,1.7974,0.1967,0.4108,0.6393,0.8630,1.0749,1.2735
2021-04-12,1.24,2.93,1.95,3.64,0.0548,1.8114,0.2114,0.4272,0.6560,0.8794,1.0908,1.2889
2021-04-13,1.25,2.89,1.97,3.61,0.0493,1.7787,0.1976,0.4077,0.6325,0.8530,1.0623,1.2588
2021-04-14,1.26,2.9,1.98,3.62,0.0500,1.7782,0.2000,0.4103,0.6347,0.8546,1.0634,1.2595
2021-04-15,1.22,2.78,1.95,3.51,0.0389,1.7215,0.1780,0.3794,0.5968,0.8113,1.0159,1.2087
2021-04-16,1.26,2.85,1.97,3.56,0.0502,1.7257,0.1928,0.3940,0.6099,0.8225,1.0252,1.2164
2021-04-19,1.29,2.9,1.99,3.6,0.0538,1.7365,0.1998,0.4028,0.6196,0.8327,1.0357,1.2271
2021-04-20,1.29,2.87,2.0,3.58,0.0488,1.7140,0.1893,0.3886,0.6028,0.8141,1.0158,1.2062
2021-04-21,1.3,2.87,2.01,3.58,0.0448,1.7019,0.1820,0.3794,0.5925,0.8031,1.0044,1.1945
2021-04-22,1.29,2.86,1.99,3.56,0.0478,1.6964,0.1843,0.3804,0.5921,0.8014,1.0016,1.1908
2021-04-23,1.3,2.88,1.99,3.57,0.0537,1.7078,0.1948,0.3926,0.6049,0.8142,1.0142,1.2031
2021-04-26,1.29,2.87,1.98,3.56,0.0610,1.7134,0.2053,0.4036,0.6153,0.8236,1.0227,1.2107
2021-04-27,1.28,2.91,1.97,3.6,0.0653,1.7439,0.2189,0.4230,0.6384,0.8493,1.0500,1.2392
2021-04-28,1.29,2.92,1.98,3.61,0.0606,1.7490,0.2155,0.4212,0.6383,0.8505,1.0524,1.2425
2021-04-29,1.27,2.92,1.97,3.62,0.0576,1.7611,0.2144,0.4227,0.6422,0.8566,1.0602,1.2518
2021-04-30,1.29,2.94,1.96,3.61,0.0527,1.7648,0.2097,0.4192,0.6402,0.8560,1.0608,1.2534
2021-05-03,1.29,2.92,1.96,3.59,0.0503,1.7507,0.1998,0.4061,0.6257,0.8410,1.0458,1.2386
2021-05-04,1.29,2.9,1.97,3.58,0.0461,1.7355,0.1917,0.3955,0.6135,0.8278,1.0319,1.2241
2021-05-05,1.3,2.89,1.98,3.57,0.0420,1.7145,0.1822,0.3824,0.5979,0.8105,1.0133,1.2047
2021-05-06,1.29,2.87,1.96,3.54,0.0442,1.7069,0.1831,0.3816,0.5955,0.8067,1.0084,1.1989
2021-05-07,1.31,2.91,1.97,3.57,0.0399,1.7016,0.1763,0.3741,0.5881,0.7996,1.0018,1.1926
2021-05-10,1.32,2.95,1.98,3.61,0.0431,1.7173,0.1821,0.3823,0.5983,0.8114,1.0147,1.2065
2021-05-11,1.37,3.01,2.01,3.65,0.0447,1.7332,0.1876,0.3907,0.6088,0.8235,1.0280,1.2208
2021-05-12,1.39,3.08,2.02,3.71,0.0566,1.7850,0.2103,0.4214,0.6456,0.8648,1.0728,1.2681
2021-05-13,1.39,3.05,2.04,3.7,0.0476,1.7812,0.1993,0.4108,0.6360,0.8565,1.0656,1.2620
2021-05-14,1.37,3.0,2.03,3.66,0.0395,1.7657,0.1879,0.3976,0.6218,0.8417,1.0505,1.2466
2021-05-17,1.36,3.0,2.02,3.66,0.0419,1.7683,0.1897,0.3992,0.6235,0.8436,1.0526,1.2489
2021-05-18,1.37,3.01,2.03,3.67,0.0398,1.7645,0.1861,0.3950,0.6192,0.8392,1.0483,1.2447
2021-05-19,1.36,3.04,2.02,3.7,0.0455,1.7935,0.1993,0.4133,0.6408,0.8632,1.0740,1.2717
2021-05-20,1.35,2.98,2.02,3.65,0.0348,1.7666,0.1825,0.3928,0.6180,0.8390,1.0488,1.2457
2021-05-21,1.34,2.97,2.01,3.64,0.0356,1.7629,0.1840,0.3937,0.6181,0.8382,1.0472,1.2435
2021-05-24,1.33,2.94,2.0,3.61,0.0345,1.7477,0.1791,0.3860,0.6083,0.8267,1.0345,1.2299
2021-05-25,1.33,2.89,2.01,3.57,0.0298,1.7105,0.1656,0.3660,0.5834,0.7982,1.0032,1.1965
2021-05-26,1.3,2.88,1.98,3.56,0.0315,1.7050,0.1664,0.3655,0.5817,0.7955,0.9997,1.1923
2021-05-27,1.32,2.93,1.98,3.59,0.0391,1.7237,0.1775,0.3790,0.5969,0.8118,1.0168,1.2101
2021-05-28,1.32,2.9,1.99,3.57,0.0326,1.7093,0.1686,0.3685,0.5851,0.7992,1.0036,1.1964
2021-05-31,.,.,.,.,.,.,.,.,.,.,.,.
2021-06-01,1.31,2.93,1.97,3.59,0.0406,1.7295,0.1802,0.3825,0.6010,0.8164,1.0218,1.2153
2021-06-02,1.35,2.94,1.98,3.57,0.0366,1.7210,0.1737,0.3749,0.5928,0.8080,1.0133,1.2068
2021-06-03,1.33,2.96,1.96,3.59,0.0483,1.7477,0.1923,0.3972,0.6171,0.8334,1.0394,1.2332
2021-06-04,1.32,2.88,1.98,3.54,0.0385,1.7067,0.1743,0.3729,0.5881,0.8008,1.0040,1.1958
2021-06-07,1.34,2.91,1.98,3.55,0.0423,1.6988,0.1778,0.3747,0.5879,0.7987,1.0003,1.1907
2021-06-08,1.33,2.86,1.98,3.51,0.0387,1.6714,0.1697,0.3622,0.5716,0.7793,0.9785,1.1669
2021-06-09,1.31,2.81,1.96,3.46,0.0395,1.6377,0.1643,0.3506,0.5545,0.7578,0.9533,1.1388
2021-06-10,1.36,2.81,2.0,3.45,0.0381,1.6015,0.1569,0.3369,0.5353,0.7339,0.9256,1.1082
2021-06-11,1.33,2.8,1.97,3.44,0.0492,1.6031,0.1714,0.3508,0.5473,0.7436,0.9332,1.1139
2021-06-14,1.32,2.83,1.96,3.47,0.0614,1.6282,0.1915,0.3745,0.5725,0.7694,0.9591,1.1397
2021-06-15,1.32,2.83,1.96,3.47,0.0641,1.6361,0.1977,0.3824,0.5809,0.7780,0.9677,1.1481
2021-06-16,1.23,2.8,1.91,3.48,0.0939,1.6970,0.2440,0.4367,0.6393,0.8383,1.0288,1.2095
2021-06-17,1.19,2.71,1.84,3.36,0.0992,1.6875,0.2524,0.4438,0.6435,0.8393,1.0269,1.2052
2021-06-18,1.19,2.64,1.85,3.3,0.1118,1.6493,0.2648,0.4490,0.6398,0.8271,1.0074,1.1795
2021-06-21,1.21,2.71,1.88,3.38,0.1245,1.6542,0.2841,0.4687,0.6575,0.8423,1.0199,1.1897
2021-06-22,1.24,2.72,1.9,3.38,0.1155,1.6363,0.2744,0.4575,0.6448,0.8282,1.0047,1.1735
2021-06-23,1.22,2.72,1.89,3.39,0.1174,1.6445,0.2805,0.4655,0.6535,0.8370,1.0135,1.1822
2021-06-24,1.22,2.71,1.88,3.37,0.1251,1.6462,0.2914,0.4763,0.6630,0.8449,1.0198,1.1870
2021-06-25,1.23,2.77,1.9,3.44,0.1355,1.6723,0.3078,0.4962,0.6852,0.8685,1.0443,1.2122
2021-06-28,1.18,2.67,1.88,3.37,0.1255,1.6470,0.2930,0.4782,0.6649,0.8466,1.0213,1.1883
2021-06-29,1.18,2.67,1.87,3.36,0.1245,1.6388,0.2919,0.4760,0.6614,0.8420,1.0156,1.1818
2021-06-30,1.18,2.63,1.87,3.32,0.1210,1.6130,0.2835,0.4634,0.6453,0.8231,0.9945,1.1591
2021-07-01,1.16,2.64,1.86,3.34,0.1272,1.6214,0.2936,0.4746,0.6566,0.8340,1.0049,1.1689
2021-07-02,1.18,2.62,1.87,3.31,0.1209,1.5955,0.2822,0.4593,0.6383,0.8134,0.9826,1.1453
2021-07-05,.,.,.,.,.,.,.,.,.,.,.,.
2021-07-06,1.23,2.6,1.9,3.27,0.1087,1.5401,0.2575,0.4258,0.5983,0.7687,0.9344,1.0944
2021-07-07,1.24,2.57,1.89,3.22,0.1045,1.4958,0.2455,0.4063,0.5725,0.7377,0.8993,1.0562
2021-07-08,1.24,2.54,1.91,3.21,0.0984,1.4543,0.2291,0.3825,0.5435,0.7049,0.8637,1.0184
2021-07-09,1.25,2.62,1.91,3.28,0.1152,1.4856,0.2540,0.4114,0.5742,0.7364,0.8955,1.0502
2021-07-12,1.26,2.64,1.91,3.29,0.1233,1.5002,0.2676,0.4272,0.5906,0.7528,0.9115,1.0659
2021-07-13,1.25,2.67,1.91,3.33,0.1354,1.5322,0.2900,0.4547,0.6207,0.7841,0.9435,1.0981
2021-07-14,1.25,2.62,1.91,3.28,0.1233,1.5016,0.2716,0.4323,0.5956,0.7572,0.9152,1.0689
2021-07-15,1.24,2.55,1.92,3.23,0.1157,1.4601,0.2574,0.4118,0.5697,0.7270,0.8816,1.0326
2021-07-16,1.25,2.56,1.93,3.24,0.1195,1.4513,0.2619,0.4146,0.5703,0.7253,0.8779,1.0272
2021-07-19,1.3,2.49,1.97,3.16,0.1041,1.3664,0.2292,0.3682,0.5132,0.6600,0.8064,0.9509
2021-07-20,1.29,2.52,1.98,3.21,0.1058,1.3513,0.2276,0.3635,0.5059,0.6506,0.7952,0.9384
2021-07-21,1.27,2.57,1.96,3.26,0.1135,1.3911,0.2445,0.3870,0.5342,0.6824,0.8297,0.9748
2021-07-22,1.27,2.54,1.95,3.22,0.1099,1.3809,0.2387,0.3798,0.5260,0.6736,0.8204,0.9652
2021-07-23,1.27,2.57,1.93,3.23,0.1131,1.3955,0.2449,0.3883,0.5362,0.6851,0.8328,0.9784
2021-07-26,1.27,2.56,1.94,3.23,0.1152,1.4011,0.2475,0.3915,0.5401,0.6894,0.8376,0.9834
2021-07-27,1.28,2.53,1.95,3.2,0.1068,1.3762,0.2339,0.3744,0.5205,0.6681,0.8151,0.9600
2021-07-28,1.26,2.52,1.96,3.22,0.1101,1.3749,0.2378,0.3777,0.5229,0.6697,0.8159,0.9601
2021-07-29,1.23,2.51,1.94,3.22,0.1127,1.3874,0.2420,0.3837,0.5305,0.6786,0.8258,0.9710
2021-07-30,1.27,2.51,1.95,3.19,0.1048,1.3671,0.2281,0.3667,0.5119,0.6591,0.8059,0.9508
2021-08-02,1.28,2.48,1.95,3.15,0.0951,1.3288,0.2092,0.3417,0.4827,0.6270,0.7717,0.9150
2021-08-03,1.3,2.49,1.97,3.16,0.0942,1.3093,0.2039,0.3328,0.4709,0.6129,0.7559,0.8979
2021-08-04,1.3,2.49,1.96,3.15,0.0988,1.3072,0.2104,0.3388,0.4756,0.6161,0.7577,0.8985
2021-08-05,1.27,2.5,1.95,3.18,0.1170,1.3396,0.2388,0.3715,0.5099,0.6508,0.7921,0.9325
2021-08-06,1.27,2.58,1.94,3.25,0.1323,1.3956,0.2676,0.4092,0.5535,0.6984,0.8426,0.9851
2021-08-09,1.27,2.6,1.95,3.28,0.1368,1.4271,0.2800,0.4271,0.5754,0.7233,0.8697,1.0138
2021-08-10,1.26,2.62,1.95,3.31,0.1427,1.4590,0.2958,0.4488,0.6008,0.7510,0.8990,1.0441
2021-08-11,1.31,2.66,1.99,3.34,0.1355,1.4608,0.2884,0.4427,0.5962,0.7480,0.8973,1.0435
2021-08-12,1.3,2.66,1.99,3.35,0.1390,1.4794,0.2948,0.4518,0.6078,0.7615,0.9123,1.0598
2021-08-13,1.29,2.58,1.98,3.27,0.1290,1.4439,0.2771,0.4288,0.5809,0.7319,0.8808,1.0268
2021-08-16,1.28,2.54,1.97,3.23,0.1192,1.4063,0.2587,0.4045,0.5525,0.7006,0.8473,0.9918
2021-08-17,1.28,2.54,1.98,3.24,0.1269,1.4023,0.2652,0.4091,0.5552,0.7016,0.8469,0.9902
2021-08-18,1.26,2.53,1.97,3.24,0.1324,1.4041,0.2724,0.4162,0.5615,0.7069,0.8513,0.9938
2021-08-19,1.28,2.52,1.98,3.22,0.1322,1.3891,0.2720,0.4136,0.5563,0.6993,0.8416,0.9823
2021-08-20,1.25,2.51,1.96,3.22,0.1363,1.3947,0.2809,0.4238,0.5664,0.7086,0.8500,0.9899
2021-08-23,1.24,2.49,1.97,3.22,0.1367,1.3861,0.2811,0.4227,0.5637,0.7044,0.8446,0.9834
2021-08-24,1.24,2.53,1.95,3.24,0.1416,1.4067,0.2921,0.4373,0.5805,0.7227,0.8637,1.0031
2021-08-25,1.23,2.58,1.93,3.28,0.1424,1.4471,0.2997,0.4520,0.6016,0.7490,0.8943,1.0371
2021-08-26,1.23,2.57,1.92,3.26,0.1428,1.4611,0.3025,0.4573,0.6090,0.7582,0.9049,1.0489
2021-08-27,1.23,2.54,1.92,3.23,0.1285,1.4399,0.2816,0.4338,0.5849,0.7343,0.8815,1.0260
2021-08-30,1.22,2.51,1.92,3.21,0.1182,1.4187,0.2644,0.4136,0.5633,0.7123,0.8594,1.0041
2021-08-31,1.24,2.54,1.94,3.24,0.1205,1.4228,0.2661,0.4154,0.5655,0.7149,0.8625,1.0075
2021-09-01,1.23,2.54,1.92,3.23,0.1208,1.4247,0.2655,0.4148,0.5653,0.7151,0.8631,1.0086
2021-09-02,1.22,2.51,1.92,3.21,0.1217,1.4194,0.2646,0.4127,0.5622,0.7114,0.8589,1.0039
2021-09-03,1.21,2.54,1.91,3.24,0.1230,1.4340,0.2686,0.4192,0.5708,0.7217,0.8705,1.0166
2021-09-06,.,.,.,.,.,.,.,.,.,.,.,.
2021-09-07,1.21,2.59,1.91,3.29,0.1326,1.4714,0.2856,0.4417,0.5977,0.7517,0.9029,1.0508
2021-09-08,1.2,2.55,1.91,3.26,0.1286,1.4624,0.2791,0.4340,0.5892,0.7429,0.8939,1.0417
2021-09-09,1.21,2.51,1.9,3.2,0.1214,1.4384,0.2684,0.4201,0.5727,0.7242,0.8737,1.0202
2021-09-10,1.16,2.51,1.88,3.23,0.1301,1.4594,0.2816,0.4360,0.5904,0.7431,0.8933,1.0404
2021-09-13,1.15,2.48,1.87,3.2,0.1284,1.4525,0.2772,0.4303,0.5840,0.7364,0.8864,1.0334
2021-09-14,1.14,2.42,1.87,3.15,0.1202,1.4221,0.2647,0.4137,0.5639,0.7134,0.8612,1.0064
2021-09-15,1.13,2.44,1.85,3.16,0.1251,1.4296,0.2733,0.4234,0.5737,0.7230,0.8703,1.0151
2021-09-16,1.11,2.45,1.84,3.18,0.1329,1.4578,0.2890,0.4438,0.5970,0.7480,0.8965,1.0421
2021-09-17,1.11,2.48,1.83,3.2,0.1405,1.4913,0.3054,0.4659,0.6228,0.7764,0.9267,1.0735
2021-09-20,1.11,2.42,1.84,3.15,0.1295,1.4598,0.2881,0.4443,0.5981,0.7496,0.8983,1.0440
2021-09-21,1.12,2.45,1.83,3.16,0.1272,1.4597,0.2876,0.4445,0.5985,0.7500,0.8986,1.0441
2021-09-22,1.13,2.45,1.83,3.15,0.1321,1.4626,0.2958,0.4531,0.6065,0.7570,0.9046,1.0492
2021-09-23,1.11,2.52,1.81,3.22,0.1550,1.5278,0.3367,0.5041,0.6633,0.8172,0.9669,1.1128
2021-09-24,1.12,2.59,1.8,3.27,0.1670,1.5811,0.3619,0.5381,0.7034,0.8615,1.0143,1.1624
2021-09-27,1.11,2.59,1.78,3.26,0.1719,1.6140,0.3737,0.5554,0.7250,0.8864,1.0417,1.1918
2021-09-28,1.14,2.68,1.8,3.34,0.1765,1.6604,0.3860,0.5753,0.7515,0.9184,1.0781,1.2316
2021-09-29,1.14,2.69,1.81,3.36,0.1669,1.6776,0.3768,0.5700,0.7508,0.9221,1.0856,1.2423
2021-09-30,1.18,2.7,1.85,3.37,0.1555,1.6685,0.3596,0.5517,0.7335,0.9064,1.0715,1.2297
2021-10-01,1.17,2.65,1.85,3.33,0.1400,1.6348,0.3324,0.5194,0.6991,0.8712,1.0363,1.1948
2021-10-04,1.16,2.65,1.85,3.34,0.1454,1.6371,0.3361,0.5223,0.7016,0.8736,1.0386,1.1971
2021-10-05,1.17,2.71,1.84,3.38,0.1555,1.6686,0.3520,0.5426,0.7251,0.8995,1.0664,1.2262
2021-10-06,1.16,2.69,1.84,3.37,0.1584,1.6755,0.3565,0.5480,0.7310,0.9058,1.0729,1.2329
2021-10-07,1.17,2.75,1.85,3.43,0.1703,1.7105,0.3757,0.5721,0.7586,0.9358,1.1046,1.2658
2021-10-08,1.16,2.77,1.84,3.45,0.1800,1.7451,0.3925,0.5940,0.7842,0.9642,1.1350,1.2978
2021-10-11,.,.,.,.,.,.,.,.,.,.,.,.
2021-10-12,1.16,2.75,1.82,3.41,0.1880,1.7502,0.4041,0.6060,0.7954,0.9741,1.1438,1.3054
2021-10-13,1.1,2.66,1.79,3.35,0.1945,1.7409,0.4139,0.6143,0.8007,0.9761,1.1426,1.3017
2021-10-14,1.1,2.62,1.81,3.33,0.1883,1.7069,0.4034,0.5990,0.7808,0.9524,1.1158,1.2723
2021-10-15,1.07,2.66,1.76,3.35,0.2145,1.7468,0.4447,0.6456,0.8285,0.9994,1.1614,1.3164
2021-10-18,1.04,2.63,1.72,3.31,0.2294,1.7628,0.4690,0.6722,0.8544,1.0236,1.1837,1.3368
2021-10-19,1.05,2.7,1.72,3.37,0.2309,1.7918,0.4791,0.6882,0.8744,1.0464,1.2085,1.3631
2021-10-20,1.08,2.73,1.75,3.4,0.2171,1.7993,0.4665,0.6788,0.8686,1.0439,1.2089,1.3659
2021-10-21,1.08,2.76,1.74,3.42,0.2454,1.8420,0.5074,0.7247,0.9159,1.0911,1.2553,1.4113
2021-10-22,1.06,2.72,1.72,3.38,0.2573,1.8362,0.5222,0.7376,0.9255,1.0972,1.2582,1.4114
2021-10-25,1.08,2.72,1.73,3.37,0.2505,1.8135,0.5122,0.7246,0.9100,1.0796,1.2390,1.3910
2021-10-26,1.07,2.7,1.71,3.34,0.2531,1.8009,0.5149,0.7252,0.9079,1.0750,1.2321,1.3822
2021-10-27,1.05,2.59,1.69,3.23,0.2544,1.7494,0.5093,0.7106,0.8847,1.0443,1.1953,1.3404
2021-10-28,1.04,2.61,1.69,3.26,0.2655,1.7570,0.5265,0.7287,0.9016,1.0594,1.2085,1.3519
2021-10-29,1.04,2.59,1.69,3.24,0.2648,1.7519,0.5272,0.7290,0.9011,1.0578,1.2060,1.3486
2021-11-01,1.03,2.61,1.69,3.27,0.2776,1.7677,0.5478,0.7519,0.9238,1.0795,1.2263,1.3675
2021-11-02,1.07,2.63,1.71,3.27,0.2614,1.7366,0.5240,0.7242,0.8941,1.0488,1.1952,1.3362
2021-11-03,1.04,2.64,1.7,3.3,0.2736,1.7593,0.5425,0.7456,0.9168,1.0720,1.2185,1.3595
2021-11-04,1.05,2.58,1.73,3.26,0.2442,1.7029,0.4983,0.6942,0.8619,1.0156,1.1615,1.3024
2021-11-05,1.05,2.5,1.73,3.18,0.2283,1.6386,0.4657,0.6510,0.8118,0.9607,1.1032,1.2418
2021-11-08,0.99,2.5,1.67,3.18,0.2582,1.6737,0.5058,0.6942,0.8550,1.0028,1.1438,1.2808
2021-11-09,1.0,2.46,1.67,3.13,0.2434,1.6352,0.4853,0.6690,0.8261,0.9710,1.1099,1.2452
2021-11-10,1.01,2.57,1.66,3.22,0.2946,1.7204,0.5631,0.7578,0.9185,1.0638,1.2016,1.3354
2021-11-11,.,2.57,.,3.23,.,.,.,.,.,.,.,.
2021-11-12,1.03,2.61,1.69,3.27,0.3096,1.7504,0.5911,0.7907,0.9530,1.0981,1.2352,1.3680
2021-11-15,1.03,2.66,1.7,3.33,0.3157,1.7844,0.6089,0.8152,0.9812,1.1286,1.2672,1.4009
2021-11-16,1.08,2.71,1.72,3.35,0.3156,1.8003,0.6137,0.8234,0.9917,1.1408,1.2806,1.4152
2021-11-17,1.06,2.66,1.74,3.34,0.3050,1.7859,0.6006,0.8091,0.9770,1.1259,1.2657,1.4004
2021-11-18,1.1,2.69,1.73,3.32,0.2986,1.7696,0.5906,0.7969,0.9634,1.1115,1.2506,1.3848
2021-11-19,1.09,2.63,1.73,3.27,0.3014,1.7470,0.5912,0.7934,0.9556,1.0998,1.2357,1.3674
2021-11-22,1.07,2.7,1.71,3.34,0.3426,1.8122,0.6532,0.8635,1.0281,1.1722,1.3069,1.4371
2021-11-23,1.09,2.76,1.73,3.4,0.3495,1.8426,0.6686,0.8842,1.0522,1.1985,1.3347,1.4659
2021-11-24,1.08,2.72,1.72,3.36,0.3566,1.8446,0.6784,0.8938,1.0607,1.2056,1.3405,1.4705
2021-11-25,.,.,.,.,.,.,.,.,.,.,.,.
2021-11-26,1.13,2.61,1.82,3.3,0.3050,1.7146,0.5923,0.7889,0.9451,1.0837,1.2149,1.3427
2021-11-29,1.15,2.67,1.81,3.33,0.3085,1.7027,0.5898,0.7828,0.9368,1.0742,1.2045,1.3317
2021-11-30,1.14,2.57,1.81,3.24,0.3071,1.6541,0.5784,0.7625,0.9092,1.0407,1.1664,1.2900
2021-12-01,1.16,2.59,1.81,3.24,0.3305,1.6447,0.6030,0.7829,0.9238,1.0495,1.1701,1.2894
2021-12-02,1.15,2.59,1.8,3.24,0.3592,1.6549,0.6438,0.8238,0.9604,1.0806,1.1958,1.3102
2021-12-03,1.14,2.49,1.81,3.16,0.3525,1.5874,0.6279,0.7973,0.9240,1.0358,1.1442,1.2532
2021-12-06,1.11,2.54,1.79,3.22,0.3893,1.6212,0.6779,0.8498,0.9749,1.0836,1.1886,1.2944
2021-12-07,1.08,2.56,1.75,3.23,0.4267,1.6617,0.7310,0.9070,1.0313,1.1374,1.2393,1.3421
2021-12-08,1.11,2.63,1.79,3.31,0.4321,1.6766,0.7441,0.9232,1.0484,1.1545,1.2561,1.3584
2021-12-09,1.16,2.65,1.81,3.3,0.4302,1.6659,0.7455,0.9241,1.0474,1.1514,1.2509,1.3514
2021-12-10,1.19,2.67,1.83,3.31,0.4263,1.6581,0.7425,0.9207,1.0433,1.1464,1.2451,1.3450
2021-12-13,1.18,2.6,1.82,3.24,0.4106,1.6181,0.7215,0.8951,1.0138,1.1139,1.2103,1.3083
2021-12-14,1.16,2.6,1.82,3.26,0.4200,1.6228,0.7346,0.9083,1.0259,1.1244,1.2193,1.3160
2021-12-15,1.2,2.67,1.83,3.3,0.4383,1.6450,0.7602,0.9362,1.0538,1.1516,1.2453,1.3409
2021-12-16,1.23,2.67,1.87,3.31,0.4161,1.6059,0.7272,0.8983,1.0139,1.1110,1.2047,1.3006
2021-12-17,1.22,2.63,1.87,3.28,0.4175,1.5886,0.7250,0.8927,1.0053,1.1000,1.1918,1.2862
2021-12-20,1.23,2.66,1.89,3.32,0.4218,1.5836,0.7238,0.8890,1.0006,1.0948,1.1865,1.2809
2021-12-21,1.22,2.7,1.88,3.36,0.4446,1.6242,0.7556,0.9253,1.0392,1.1347,1.2270,1.3216
2021-12-22,1.23,2.69,1.86,3.32,0.4427,1.6263,0.7534,0.9236,1.0383,1.1344,1.2274,1.3225
2021-12-23,1.24,2.74,1.86,3.36,0.4647,1.6515,0.7805,0.9524,1.0672,1.1630,1.2552,1.3497
2021-12-24,.,.,.,.,.,.,.,.,.,.,.,.
2021-12-27,1.25,2.73,1.86,3.34,0.4775,1.6512,0.7956,0.9662,1.0785,1.1715,1.2614,1.3537
2021-12-28,1.22,2.71,1.86,3.35,0.4802,1.6475,0.7994,0.9694,1.0804,1.1722,1.2609,1.3522
2021-12-29,1.15,2.7,1.85,3.4,0.4845,1.6848,0.8137,0.9906,1.1065,1.2018,1.2930,1.3862
2021-12-30,1.19,2.71,1.85,3.37,0.4760,1.6748,0.8030,0.9791,1.0950,1.1905,1.2819,1.3755
2021-12-31,.,.,.,.,0.4729,1.6686,0.7969,0.9719,1.0875,1.1831,1.2748,1.3686
2022-01-03,1.16,2.79,1.82,3.45,0.5119,1.7562,0.8522,1.0378,1.1605,1.2610,1.3562,1.4524
2022-01-04,1.16,2.82,1.84,3.5,0.5095,1.7923,0.8531,1.0450,1.1742,1.2804,1.3804,1.4806
2022-01-05,1.13,2.84,1.8,3.51,0.5320,1.8449,0.8868,1.0854,1.2189,1.3279,1.4298,1.5313
2022-01-06,1.08,2.81,1.78,3.51,0.5585,1.8862,0.9249,1.1283,1.2634,1.3726,1.4740,1.5748
2022-01-07,1.12,2.88,1.78,3.54,0.5698,1.9241,0.9449,1.1540,1.2930,1.4049,1.5083,1.6104
2022-01-10,1.14,2.92,1.76,3.54,0.5956,1.9489,0.9739,1.1837,1.3223,1.4334,1.5359,1.6373
2022-01-11,1.11,2.86,1.76,3.51,0.5951,1.9370,0.9709,1.1785,1.3153,1.4251,1.5265,1.6269
2022-01-12,1.12,2.86,1.77,3.51,0.5980,1.9248,0.9721,1.1772,1.3116,1.4191,1.5187,1.6177
2022-01-13,1.13,2.83,1.8,3.5,0.5904,1.8932,0.9573,1.1574,1.2882,1.3932,1.4909,1.5885
2022-01-14,1.14,2.92,1.79,3.57,0.6337,1.9480,1.0159,1.2212,1.3527,1.4565,1.5525,1.6482
2022-01-17,.,.,.,.,.,.,.,.,.,.,.,.
2022-01-18,1.13,3.0,1.78,3.65,0.6927,2.0265,1.0910,1.3028,1.4364,1.5403,1.6355,1.7301
2022-01-19,1.12,2.95,1.77,3.6,0.6962,2.0172,1.0923,1.3019,1.4335,1.5357,1.6295,1.7230
2022-01-20,1.17,3.0,1.79,3.62,0.7053,2.0093,1.1005,1.3075,1.4361,1.5358,1.6273,1.7189
2022-01-21,1.2,2.95,1.84,3.59,0.6816,1.9472,1.0627,1.2610,1.3842,1.4802,1.5693,1.6593
2022-01-24,1.27,3.02,1.89,3.64,0.6802,1.9297,1.0499,1.2434,1.3648,1.4605,1.5498,1.6403
2022-01-25,1.26,3.04,1.91,3.69,0.6983,1.9492,1.0700,1.2642,1.3857,1.4812,1.5703,1.6605
2022-01-26,1.22,3.07,1.84,3.69,0.7453,2.0151,1.1379,1.3396,1.4627,1.5572,1.6443,1.7323
2022-01-27,1.2,3.01,1.86,3.67,0.7799,2.0085,1.1782,1.3754,1.4908,1.5773,1.6571,1.7388
2022-01-28,1.27,3.05,1.91,3.69,0.7817,1.9646,1.1757,1.3656,1.4733,1.5530,1.6271,1.7042
2022-01-31,1.27,3.06,1.93,3.72,0.8099,1.9587,1.1999,1.3841,1.4863,1.5611,1.6312,1.7050
2022-02-01,1.27,3.08,1.92,3.73,0.8171,1.9581,1.2109,1.3949,1.4954,1.5681,1.6362,1.7082
2022-02-02,1.27,3.05,1.91,3.69,0.8072,1.9349,1.1999,1.3816,1.4799,1.5506,1.6170,1.6876
2022-02-03,1.3,3.12,1.92,3.74,0.8293,1.9615,1.2302,1.4145,1.5128,1.5827,1.6479,1.7172
2022-02-04,1.29,3.22,1.92,3.85,0.9090,2.0544,1.3346,1.5266,1.6251,1.6923,1.7539,1.8195
2022-02-07,1.28,3.2,1.93,3.85,0.9310,2.0569,1.3538,1.5425,1.6380,1.7025,1.7619,1.8257
2022-02-08,1.25,3.21,1.91,3.87,0.9590,2.0873,1.3911,1.5823,1.6775,1.7405,1.7981,1.8602
2022-02-09,1.23,3.17,1.92,3.86,0.9698,2.0896,1.4076,1.5989,1.6920,1.7525,1.8075,1.8674
2022-02-10,1.22,3.25,1.91,3.94,1.1144,2.1842,1.5696,1.7582,1.8414,1.8902,1.9341,1.9840
2022-02-11,1.3,3.22,2.0,3.92,1.1032,2.1025,1.5420,1.7169,1.7892,1.8295,1.8669,1.9118
2022-02-14,1.28,3.26,2.0,3.98,1.1679,2.1286,1.6092,1.7794,1.8449,1.8783,1.9095,1.9491
2022-02-15,1.26,3.31,1.99,4.04,1.1771,2.1573,1.6295,1.8051,1.8730,1.9074,1.9389,1.9785
2022-02-16,1.32,3.35,2.05,4.08,1.1456,2.1405,1.5982,1.7757,1.8461,1.8829,1.9164,1.9578
2022-02-17,1.37,3.34,2.12,4.09,1.1101,2.0973,1.5556,1.7304,1.7999,1.8368,1.8709,1.9128
